-22.244,0.21142,8.0068
21.014,0.13802,8.5452
-37.505,2.4302,34.367
-3.9787,2.951,56.73
55.178,3.1012,15.618
12.794,0.92829,29.889
29.866,2.1063,35.301
-56.573,3.0919,6.9428
15.271,2.0581,43.379
-38.718,2.6692,37.446
33.474,3.0945,47.768
-44.914,2.2277,14.486
-26.395,0.8611,17.098
34.19,1.2274,2.7427
22.014,1.9215,38.341
4.1072,0.47808,27.295
48.746,2.4241,4.627
-36.191,1.3985,4.6669
-54.577,2.948,9.5512
40.827,2.8753,37.35
42.209,1.9054,6.0296
2.917,0.37905,26.485
-59.162,3.3321,10.363
-31.267,0.98098,6.559
14.398,-0.47337,6.94
-14.465,0.057606,17.378
-28.931,0.75374,3.9359
48.874,2.9302,26.424
50.775,2.7764,16.611
-55.323,3.1079,16.957
-43.722,3.086,39.601
-12.018,0.63179,26.537
31.345,2.0694,33.276
21.874,2.7078,49.216
21.105,1.7625,36.636
-26.419,3.0425,52.153
-21.931,0.15435,3.4443
21.859,2.2895,43.561
-22.729,1.4394,31.295
-40.25,1.7428,6.0651
-24.009,0.81772,19.801
27.095,0.66847,8.5204
-42.662,2.2686,22.674
19.142,2.6501,49.662
-20.788,0.59243,19.739
41.642,2.7101,33.182
26.348,1.6777,31.504
20.121,2.6696,49.514
-45.165,2.5457,25.314
0.044215,3.1477,59.768
27.972,2.5385,43.412
35.563,3.0742,45.818
16.121,1.5891,36.869
-12.283,0.1277,19.902
41.672,2.0109,14.687
-44.241,2.0591,4.2342
-26.31,0.69375,13.02
-35.318,1.8288,24.869
44.352,2.0748,5.5341
-12.379,0.73234,27.63
12.864,0.52486,24.823
-14.177,-0.061697,15.822
-42.759,2.7132,33.303
-29.567,2.2308,38.443
-29.365,1.2241,20.336
27.83,2.9442,49.334
-4.6918,1.2164,35.365
6.7271,2.4167,50.567
-21.426,2.6052,48.474
-24.082,0.36315,7.6598
-11.632,1.2409,34.096
32.033,1.5165,21.788
30.525,1.8884,30.992
-38.023,2.6544,37.877
27.267,0.96428,17.099
48.637,3.1257,31.786
-26.83,1.5158,29.126
-6.8905,2.7415,53.925
12.801,1.315,34.619
-14.654,2.8954,54.485
55.28,3.0401,11.707
-52.978,3.153,26.092
-47.156,2.5343,20.13
56.453,3.0611,6.0035
-24.839,3.0256,52.67
-38.632,1.7635,15.994
-14.847,2.4256,48.4
54.251,2.9225,9.4659
-35.142,1.9633,28.027
32.773,1.1021,3.4726
-31.022,2.098,35.104
-22.375,0.3336,11.881
-33.011,1.6302,23.933
42.467,2.8707,35.269
-50.426,2.6487,13.092
-47.008,2.7693,27.81
15.178,-0.28743,10.355
18.809,1.5727,35.305
19.715,0.34105,16.288
53.782,3.189,23.16
-17.752,2.2493,45.193
-40.194,3.02,42.184
12.96,0.21164,20.698
34.128,3.0715,46.912
45.331,2.2109,9.9101
-46.583,2.6785,26.129
29.609,0.94284,11.057
-23.354,2.9463,52.255
-16.829,2.199,44.843
-20.784,0.030133,4.7473
12.114,0.89883,29.838
-10.221,0.47849,25.389
25.396,0.95815,20.147
23.375,1.7605,35.118
1.9241,0.70026,30.294
-41.88,2.9035,38.273
-27.892,3.1749,53.265
6.0858,0.60923,28.232
25.279,1.6476,31.943
-28.489,0.7958,10.025
-49.723,2.6896,18.287
-31.216,1.7535,28.824
-56.197,3.1504,15.355
34.21,1.241,4.8933
-55.771,3.2892,23.424
30.472,1.8261,29.963
9.2585,2.7214,53.296
17.943,1.8508,39.537
3.9367,0.43367,26.833
16.09,0.13277,16.981
14.774,3.1034,56.948
-40.644,2.2332,25.677
31.714,1.4019,19.492
53.286,2.9204,14.224
8.0923,2.2726,47.949
56.895,3.237,15.631
3.1922,2.2199,48.887
3.4603,1.2061,36.052
21.018,2.469,46.408
-28.492,0.73962,2.5262
18.651,2.614,49.372
-34.956,1.3363,9.2587
45.59,2.3046,13.92
-32.127,1.7649,27.978
28.115,1.1815,20.564
5.7029,0.41209,26.048
13.811,1.6692,38.856
-6.5908,0.88383,31.236
44.644,2.5615,24.866
49.889,2.8957,23.227
-6.1951,-0.36102,16.674
-27.708,0.72133,9.7094
38.212,1.8434,18.259
-9.3715,2.685,52.91
35.497,2.8471,42.269
36.654,2.6303,37.492
7.3867,2.7652,55.38
-37.217,2.2696,31.587
10.352,-0.24361,16.299
-44.852,2.4584,23.465
-27.928,1.3531,25.035
57.269,3.1569,8.9513
-26.855,0.6105,4.4407
42.302,1.9906,11.491
-12.39,2.9313,55.447
-28.719,1.554,27.901
27.321,0.77902,12.195
-27.659,2.7459,47.358
-16.687,3.0737,56.228
33.245,3.1968,49.453
18.77,0.66095,22.575
-30.341,3.0485,50.154
-15.806,1.749,39.284
16.808,1.9784,41.774
-35.419,2.9806,45.687
17.312,0.69203,24.201
-3.6437,-0.30404,18.062
29.952,0.90619,7.994
14.304,0.22859,19.975
-1.6349,0.046709,22.343
41.088,2.0691,18.399
-14.323,-0.1161,14.826
-10.002,2.9393,55.977
5.0007,1.0835,34.197
26.213,3.1612,53.265
40.855,2.6379,32.777
-26.56,1.8746,35.178
-38.046,1.9482,23.129
-54.525,2.9189,6.3223
23.634,0.69609,17.565
-10.974,2.8832,55.106
52.991,3.2648,27.215
-37.665,1.8471,21.108
-1.5677,1.2456,36.139
-22.544,0.6459,18.503
-27.612,2.151,38.655
-48.961,2.5758,15.75
3.75,1.2525,36.604
-2.5061,1.5366,39.448
-22.886,1.2919,28.878
2.9506,0.72898,30.553
40.145,2.0051,18.691
-14.728,0.21679,19.492
40.663,2.5333,30.873
36.526,1.6362,15.776
14.248,2.9153,54.702
25.707,2.1285,38.929
54.171,3.056,17.096
-36.744,2.5174,36.758
-8.5165,0.74089,29.097
-4.6636,3.0812,58.292
-36.921,1.4498,3.2678
50.268,2.5496,4.8719
-34.633,1.9315,28.055
26.888,2.2928,40.533
25.094,2.298,41.811
-5.3449,2.6055,52.368
-35.696,2.2617,33.266
11.975,-0.10156,17.106
46.127,2.871,29.993
-30.895,3.0329,49.592
-33.389,1.9575,30.173
22.122,0.45815,14.844
-16.81,0.20449,17.504
-2.5665,2.2318,47.983
-36.02,2.4465,36.24
-37.381,2.2571,31.104
35.51,1.9134,25.186
-46.298,2.8953,32.14
-11.645,0.34686,23.1
43.071,2.5047,26.362
-16.543,-0.27604,7.9758
-39.578,1.6691,3.3227
-44.179,2.0686,6.3996
2.8499,1.3193,37.543
6.8944,1.3039,36.08
-45.534,2.1986,8.8591
1.8491,0.19841,24.461
-32.029,2.2659,36.991
29.814,0.87298,6.3712
30.905,2.5173,40.931
24.453,2.2543,41.59
39.47,1.9541,18.709
-23.528,1.5869,32.968
1.1514,2.9728,57.896
2.7159,0.07989,23.025
-10.43,3.1042,57.963
-19.565,0.19748,13.845
20.997,0.1046,0.9338
-51.621,3.1472,28.933
21.612,0.26876,11.189
5.5873,1.6242,41.107
-17.182,1.078,29.609
9.49,3.0978,57.943
-15.382,0.41951,21.876
-10.729,1.5831,38.769
22.827,0.54357,15.523
21.531,0.95453,24.501
-24.657,1.04,23.053
4.4591,0.32444,25.299
